rental_serial_number,fk_rental_id,fk_rental_equipment_uid,equipment_type,equipment_type_serial_number,activation_date,manufacturer,model,size,pricing_status,deactivation_date,deactivation_initials,at_offsite,notes,ski_binding_type,wide,ski_boot_type,snowboard_boot_type,snowboard_binding_color
SKB0628,,,SKB,628,2022-12-12,Rossignol,Alltrack Elite 130,26.5,,,,FALSE,,,,Junior,,
SKB0629,,,SKB,629,2022-12-12,Rossignol,Alltrack Pro 120W,26.5,,,,FALSE,,,,Men's,,
SKB0630,85,54,SKB,630,2022-12-12,Salomon,S/Max W 100,26.5,,,,FALSE,,,,Universal,,
SKB0631,,,SKB,631,2022-12-12,Head,Raptor 90 RS,18.5,,,,FALSE,,,,Universal,,
SKB0632,,,SKB,632,2022-12-12,Rossignol,Fun Girl J4,31.5,,,,FALSE,,,,Universal,,
SKB0633,61,292,SKB,633,2022-12-12,Fischer,RC Pro W 110,31.5,,,,FALSE,,,,Universal,,
SKB0634,,,SKB,634,2022-12-12,Dalbello,CX 2.0 JR,31.5,,,,FALSE,,,,Universal,,
SKB0635,288,188,SKB,635,2022-12-12,Head,Raptor 90 RS,31.5,,,,FALSE,,,,Men's,,
SKB0636,,,SKB,636,2022-12-12,Atomic,Hawx Girl 2,23,,,,FALSE,,,,Junior,,
SKB0637,,,SKB,637,2022-12-12,Dalbello,CX 2.0 JR,18.5,,,,FALSE,,,,Junior,,
SKB0638,745,110,SKB,638,2022-12-12,K2,Recon 120 MV,18.5,,,,FALSE,,,,Men's,,
SKB0639,,,SKB,639,2022-12-12,Rossignol,Alltrack Pro 110,17.5,,,,FALSE,,,,Universal,,
SKB0640,,,SKB,640,2022-12-12,Atomic,Hawx Jr 2,19.5,,,,FALSE,,,,Universal,,
SKB0641,,,SKB,641,2022-12-12,Head,Raptor 50,18.5,,,,FALSE,,,,Universal,,
SKB0642,,,SKB,642,2022-12-12,Tecnica,Cochise 120,21.5,,,,FALSE,,,,Universal,,
SKB0643,,,SKB,643,2022-12-12,Salomon,QST Pro 120,21.5,,,,FALSE,,,,Universal,,
SKB0644,,,SKB,644,2022-12-12,Tecnica,Cochise 105 W DYN,19.5,,,,FALSE,,,,Junior,,
SKB0645,81,41,SKB,645,2022-12-12,Rossignol,Alltrack Pro 110,21.5,,,,FALSE,,,,Universal,,
SKB0646,780,112,SKB,646,2022-12-12,Head,Raptor 50,18.5,,,,FALSE,,,,Universal,,
SKB0647,763,76,SKB,647,2022-12-12,Salomon,QST Pro 120,25.5,,,,FALSE,,,,Universal,,
SKB0648,451,220,SKB,648,2022-12-12,Tecnica,Cochise Team,25,,,,FALSE,,,,Junior,,
SKB0649,,,SKB,649,2022-12-12,Fischer,Ranger Free 130,28,,,,FALSE,,,,Universal,,
SKB0650,13,67,SKB,650,2022-12-12,Rossignol,Fun Girl J4,25.5,,,,FALSE,,,,Men's,,
SKB0651,,,SKB,651,2022-12-12,Fischer,RC Pro W 110,25,,,,FALSE,,,,Universal,,
SKB0652,313,118,SKB,652,2022-12-12,Nordica,Cruise 60,25.5,,,,FALSE,,,,Women's,,
SKB0653,,,SKB,653,2022-12-12,Atomic,Hawx Girl 2,25,,,,FALSE,,,,Universal,,
SKB0654,69,158,SKB,654,2022-12-12,Tecnica,Mach1 LV 120,25.5,,,,FALSE,,,,Men's,,
SKB0655,,,SKB,655,2022-12-12,Atomic,Hawx Girl 2,25.5,,,,FALSE,,,,Universal,,
SKB0656,104,220,SKB,656,2022-12-12,K2,Mindbender 130,25,,,,FALSE,,,,Universal,,
SKB0657,178,268,SKB,657,2022-12-12,Atomic,Hawx Prime 100,28.5,,,,FALSE,,,,Junior,,
SKB0658,226,297,SKB,658,2022-12-12,K2,Mini Turbo,28.5,,,,FALSE,,,,Junior,,
SKB0659,,,SKB,659,2022-12-12,K2,Pinnacle 100,28.5,,,,FALSE,,,,Women's,,
SKB0660,,,SKB,660,2022-12-12,Head,Raptor 50,28.5,,,,FALSE,,,,Men's,,
SKB0661,,,SKB,661,2022-12-12,Dalbello,CX 1.0 JR,29.5,,,,FALSE,,,,Universal,,
SKB0662,578,132,SKB,662,2022-12-12,K2,B.F.C. W 80,28.5,,,,FALSE,,,,Junior,,
SKB0663,,,SKB,663,2022-12-12,Atomic,Hawx Jr 2,28,,,,FALSE,,,,Men's,,
SKB0664,102,128,SKB,664,2022-12-12,Atomic,Hawx Prime 120,28.5,,,,FALSE,,,,Women's,,
SKB0665,622,188,SKB,665,2022-12-12,K2,Mini Turbo,28,,,,FALSE,,,,Universal,,
SKB0666,457,226,SKB,666,2022-12-12,Rossignol,Alltrack Elite 130,28,,,,FALSE,,,,Junior,,
SKB0667,,,SKB,667,2022-12-12,Rossignol,Fun Girl J4,25.5,,,,FALSE,,,,Universal,,
SKB0668,542,148,SKB,668,2022-12-12,Dalbello,DS AX 100 W,25.5,,,,FALSE,,,,Junior,,
SKB0669,,,SKB,669,2022-12-12,Head,Raptor 50,25.5,,,,FALSE,,,,Universal,,
SKB0670,,,SKB,670,2022-12-12,Atomic,Hawx Magna 130,23.5,,,,FALSE,,,,Universal,,
SKB0671,46,118,SKB,671,2022-12-12,Nordica,GP TJ,20.5,,,,FALSE,,,,Junior,,
SKB0672,,,SKB,672,2022-12-12,Fischer,RC4 Race Jr,25,,,,FALSE,,,,Universal,,
SKB0673,507,150,SKB,673,2022-12-12,Nordica,GP TJ,25.5,,,,FALSE,,,,Junior,,
SKB0674,439,59,SKB,674,2022-12-12,Head,Advant Edge 105 W,25.5,,,,FALSE,,,,Men's,,
SKB0675,,,SKB,675,2022-12-12,K2,Mini Turbo,22.5,,,,FALSE,,,,Women's,,
SKB0676,,,SKB,676,2022-12-12,K2,Mini Turbo,23.5,,,,FALSE,,,,Junior,,
SKB0677,343,156,SKB,677,2022-12-12,Rossignol,Alltrack Elite 130,19.5,,,,FALSE,,,,Universal,,
SKB0678,636,257,SKB,678,2022-12-12,Rossignol,Alltrack Pro 110,21.5,,,,FALSE,,,,Universal,,
SKB0679,561,156,SKB,679,2022-12-12,Rossignol,Alltrack Pro 120W,18.5,,,,FALSE,,,,Women's,,
SKB0680,,,SKB,680,2022-12-12,Fischer,RC4 Race Jr,21.5,,,,FALSE,,,,Universal,,
SKB0681,,,SKB,681,2022-12-12,Lange,RX 120,21.5,,,,FALSE,,,,Women's,,
SKB0682,,,SKB,682,2022-12-12,K2,Mini Turbo,20.5,,,,FALSE,,,,Junior,,
SKB0683,,,SKB,683,2022-12-12,Dalbello,DS AX 100 W,25.5,,,,FALSE,,,,Women's,,
SKB0684,524,12,SKB,684,2022-12-12,Tecnica,Cochise Team,22.5,,,,FALSE,,,,Junior,,
SKB0685,491,114,SKB,685,2022-12-12,Rossignol,Fun Girl J4,19.5,,,,FALSE,,,,Universal,,
SKB0686,,,SKB,686,2022-12-12,Salomon,T2 RT Girly,23.5,,,,FALSE,,,,Junior,,
SKB0687,,,SKB,687,2022-12-12,Dalbello,Panterra 120 ID,26.5,,,,FALSE,,,,Universal,,
SKB0688,465,26,SKB,688,2022-12-12,Rossignol,Alltrack Elite 130,22.5,,,,FALSE,,,,Women's,,
SKB0689,,,SKB,689,2022-12-12,K2,Mini Turbo,22.5,,,,FALSE,,,,Junior,,
SKB0690,,,SKB,690,2022-12-12,Head,Nexo LYT 130 RS,22.5,,,,FALSE,,,,Women's,,
SKB0691,435,214,SKB,691,2022-12-12,Head,Raptor 90 RS,22.5,,,,FALSE,,,,Universal,,
SKB0692,,,SKB,692,2022-12-12,Nordica,Promachine 130,20.5,,,,FALSE,,,,Men's,,
SKB0693,112,187,SKB,693,2022-12-12,Dalbello,CX 2.0 JR,19.5,,,,FALSE,,,,Universal,,
SKB0694,575,125,SKB,694,2022-12-12,Fischer,RC Pro W 110,19.5,,,,FALSE,,,,Women's,,
SKB0695,154,13,SKB,695,2022-12-12,Fischer,Ranger Free 130,22.5,,,,FALSE,,,,Women's,,
SKB0696,508,146,SKB,696,2022-12-12,Dalbello,Panterra 120 ID,22.5,,,,FALSE,,,,Men's,,
SKB0697,120,120,SKB,697,2022-12-12,K2,Recon 120 MV,22.5,,,,FALSE,,,,Men's,,
SKB0698,,,SKB,698,2022-12-12,Head,Raptor 90 RS,20.5,,,,FALSE,,,,Women's,,
SKB0699,669,65,SKB,699,2022-12-12,Dalbello,CX 2.0 JR,22.5,,,,FALSE,,,,Men's,,
SKB0700,564,233,SKB,700,2022-12-12,Fischer,Ranger Free 130,28.5,,,,FALSE,,,,Men's,,
SKB0701,,,SKB,701,2022-12-12,Tecnica,Mach1 LV 120,19.5,,,,FALSE,,,,Universal,,
SKB0702,,,SKB,702,2022-12-12,K2,Mini Turbo,20.5,,,,FALSE,,,,Men's,,
SKB0703,710,23,SKB,703,2022-12-12,Tecnica,Mach1 MV 130,22.5,,,,FALSE,,,,Universal,,
SKB0704,,,SKB,704,2022-12-12,Rossignol,Alltrack Pro 120W,22.5,,,,FALSE,,,,Men's,,
SKB0705,,,SKB,705,2022-12-12,Nordica,Promachine 130,24.5,,,,FALSE,,,,Women's,,
SKB0706,334,28,SKB,706,2022-12-12,Tecnica,Mach1 LV 120,24.5,,,,FALSE,,,,Women's,,
SKB0707,697,257,SKB,707,2022-12-12,Tecnica,Cochise Team,24.5,,,,FALSE,,,,Women's,,
SKB0708,133,259,SKB,708,2022-12-12,Nordica,GP TJ,24,,,,FALSE,,,,Men's,,
SKB0709,,,SKB,709,2022-12-12,Dalbello,Panterra 120 ID,25.5,,,,FALSE,,,,Universal,,
SKB0710,612,251,SKB,710,2022-12-12,Nordica,GP TJ,28,,,,FALSE,,,,Junior,,
SKB0711,,,SKB,711,2022-12-12,Atomic,Hawx Prime 100,25.5,,,,FALSE,,,,Men's,,
SKB0712,,,SKB,712,2022-12-12,K2,Pinnacle 100,34.5,,,,FALSE,,,,Junior,,
SKB0713,,,SKB,713,2022-12-12,Dalbello,CX 2.0 JR,31.5,,,,FALSE,,,,Women's,,
SKB0714,,,SKB,714,2022-12-12,Dalbello,CX 2.0 JR,30.5,,,,FALSE,,,,Universal,,
SKB0715,,,SKB,715,2022-12-12,Salomon,T2 RT Girly,29,,,,FALSE,,,,Universal,,
SKB0716,,,SKB,716,2022-12-12,Dalbello,Krypton AX 120 ID,28.5,,,,FALSE,,,,Women's,,
SKB0717,51,172,SKB,717,2022-12-12,Tecnica,Cochise 120,27.5,,,,FALSE,,,,Junior,,
SKB0718,,,SKB,718,2022-12-12,Tecnica,Cochise Team,27,,,,FALSE,,,,Universal,,
SKB0719,,,SKB,719,2022-12-12,Tecnica,Mach1 LV 120,29.5,,,,FALSE,,,,Men's,,
SKB0720,352,28,SKB,720,2022-12-12,Fischer,RC4 Race Jr,29.5,,,,FALSE,,,,Men's,,
SKB0721,100,115,SKB,721,2022-12-12,Tecnica,Cochise Team,33.5,,,,FALSE,,,,Universal,,
SKB0722,260,223,SKB,722,2022-12-12,Fischer,RC Pro W 110,30,,,,FALSE,,,,Women's,,
SKB0723,,,SKB,723,2022-12-12,Head,Raptor 90 RS,24.5,,,,FALSE,,,,Universal,,
SKB0724,,,SKB,724,2022-12-12,Fischer,Ranger Free 130,21.5,,,,FALSE,,,,Women's,,
SKB0725,,,SKB,725,2022-12-12,Fischer,RC4 Race Jr,28.5,,,,FALSE,,,,Men's,,
SKB0726,,,SKB,726,2022-12-12,Tecnica,Cochise Team,26.5,,,,FALSE,,,,Women's,,
SKB0727,,,SKB,727,2022-12-12,Dalbello,CX 2.0 JR,19.5,,,,FALSE,,,,Universal,,
SKB0728,,,SKB,728,2022-12-12,Salomon,QST Pro 120,21.5,,,,FALSE,,,,Women's,,
SKB0729,760,32,SKB,729,2022-12-12,Atomic,Hawx Girl 2,29,,,,FALSE,,,,Universal,,
SKB0730,690,76,SKB,730,2022-12-12,Nordica,Speedmachine 120,23.5,,,,FALSE,,,,Universal,,
SKB0731,,,SKB,731,2022-12-12,Dalbello,CX 2.0 JR,23.5,,,,FALSE,,,,Women's,,
SKB0732,,,SKB,732,2022-12-12,Rossignol,Alltrack Pro 110,22.5,,,,FALSE,,,,Junior,,
SKB0733,74,13,SKB,733,2022-12-12,K2,Pinnacle 100,27,,,,FALSE,,,,Universal,,
SKB0734,793,223,SKB,734,2022-12-12,Salomon,T2 RT Girly,24.5,,,,FALSE,,,,Men's,,
SKB0735,645,161,SKB,735,2022-12-12,Nordica,Promachine 130,20.5,,,,FALSE,,,,Women's,,
SKB0736,711,261,SKB,736,2022-12-12,Tecnica,Mach1 MV 130,25.5,,,,FALSE,,,,Universal,,
SKB0737,,,SKB,737,2022-12-12,Rossignol,Alltrack Pro 120W,25.5,,,,FALSE,,,,Universal,,
SKB0738,183,210,SKB,738,2022-12-12,Head,Vector Evo 130S,16.5,,,,FALSE,,,,Universal,,
SKB0739,131,264,SKB,739,2022-12-12,Salomon,S/Pro 130,16.5,,,,FALSE,,,,Universal,,
SKB0740,12,172,SKB,740,2022-12-12,Nordica,Speedmachine 120,25,,,,FALSE,,,,Men's,,
SKB0741,,,SKB,741,2022-12-12,K2,Mini Turbo,21.5,,,,FALSE,,,,Universal,,
SKB0742,,,SKB,742,2022-12-12,K2,Mini Turbo,26,,,,FALSE,,,,Universal,,
SKB0743,,,SKB,743,2022-12-12,K2,B.F.C. W 80,29,,,,FALSE,,,,Universal,,
SKB0744,,,SKB,744,2022-12-12,Nordica,Promachine 130,24.5,,,,FALSE,,,,Women's,,
SKB0745,,,SKB,745,2022-12-12,Lange,RX 120,25.5,,,,FALSE,,,,Men's,,
SKB0746,,,SKB,746,2022-12-12,Dalbello,CX 1.0 JR,24.5,,,,FALSE,,,,Universal,,
SKB0747,,,SKB,747,2022-12-12,Nordica,GP TJ,27,,,,FALSE,,,,Men's,,
SKB0748,,,SKB,748,2022-12-12,Atomic,Hawx Jr 2,21,,,,FALSE,,,,Universal,,
SKB0749,485,139,SKB,749,2022-12-12,Fischer,RC4 Race Jr,25.5,,,,FALSE,,,,Junior,,
SKB0750,156,5,SKB,750,2022-12-12,Salomon,S/Pro 130,22,,,,FALSE,,,,Universal,,
SKB0751,,,SKB,751,2022-12-12,Dalbello,CX 2.0 JR,25.5,,,,FALSE,,,,Men's,,
SKB0752,,,SKB,752,2022-12-12,Rossignol,Pure Comfort 60,26.5,,,,FALSE,,,,Men's,,
SKB0753,,,SKB,753,2022-12-12,Nordica,GP TJ,26.5,,,,FALSE,,,,Junior,,
SKB0754,,,SKB,754,2022-12-12,Atomic,Hawx Prime 120,28,,,,FALSE,,,,Universal,,
SKB0755,,,SKB,755,2022-12-12,Nordica,Cruise 60,29.5,,,,FALSE,,,,Universal,,
SKB0756,,,SKB,756,2022-12-12,Nordica,Promachine 130,29.5,,,,FALSE,,,,Universal,,
SKB0757,139,292,SKB,757,2022-12-12,Nordica,GP TJ,28,,,,FALSE,,,,Universal,,
SKB0758,,,SKB,758,2022-12-12,Dalbello,CX 2.0 JR,18.5,,,,FALSE,,,,Universal,,
SKB0759,,,SKB,759,2022-12-12,Nordica,GP TJ,27.5,,,,FALSE,,,,Universal,,
SKB0760,,,SKB,760,2022-12-12,Rossignol,Pure Comfort 60,23.5,,,,FALSE,,,,Universal,,
SKB0761,546,270,SKB,761,2022-12-12,K2,Mindbender 130,21.5,,,,FALSE,,,,Junior,,
SKB0762,778,31,SKB,762,2022-12-12,K2,Mini Turbo,21.5,,,,FALSE,,,,Men's,,
SKB0763,,,SKB,763,2022-12-12,Atomic,Hawx Jr 2,21,,,,FALSE,,,,Junior,,
SKB0764,,,SKB,764,2022-12-12,Atomic,Hawx Magna 130,28.5,,,,FALSE,,,,Women's,,
SKB0765,437,12,SKB,765,2022-12-12,Tecnica,Mach1 MV 130,25,,,,FALSE,,,,Universal,,
SKB0766,,,SKB,766,2022-12-12,Dalbello,DS AX 100 W,27.5,,,,FALSE,,,,Universal,,
SKB0767,337,67,SKB,767,2022-12-12,K2,Pinnacle 100,26.5,,,,FALSE,,,,Men's,,
SKB0768,461,7,SKB,768,2022-12-12,Fischer,RC4 Race Jr,26.5,,,,FALSE,,,,Men's,,
SKB0769,130,59,SKB,769,2022-12-12,Atomic,Hawx Girl 2,26.5,,,,FALSE,,,,Men's,,
SKB0770,108,98,SKB,770,2022-12-12,K2,Pinnacle 100,26.5,,,,FALSE,,,,Junior,,
SKB0771,,,SKB,771,2022-12-12,Salomon,T2 RT Girly,26.5,,,,FALSE,,,,Universal,,
SKB0772,,,SKB,772,2022-12-12,K2,Mini Turbo,26.5,,,,FALSE,,,,Women's,,
SKB0773,487,236,SKB,773,2022-12-12,Fischer,RC Pro 120,26.5,,,,FALSE,,,,Universal,,
SKB0774,721,241,SKB,774,2022-12-12,Salomon,S/Max 130,26.5,,,,FALSE,,,,Junior,,
SKB0775,733,85,SKB,775,2022-12-12,Dalbello,DS AX 100 W,26.5,,,,FALSE,,,,Men's,,
SKB0776,771,98,SKB,776,2022-12-12,Dalbello,CX 2.0 JR,26.5,,,,FALSE,,,,Junior,,
SKB0777,525,197,SKB,777,2022-12-12,Head,Vector Evo 130S,26.5,,,,FALSE,,,,Women's,,
SKB0778,,,SKB,778,2022-12-12,Rossignol,Fun Girl J4,26.5,,,,FALSE,,,,Universal,,
SKB0779,119,192,SKB,779,2022-12-12,Rossignol,Alltrack Pro 120W,,,,,FALSE,,,,Universal,,
SKB0780,649,68,SKB,780,2022-12-12,Atomic,Hawx Jr 2,25.5,,,,FALSE,,,,Universal,,
SKB0781,436,66,SKB,781,2022-12-12,Dalbello,CX 2.0 JR,25.5,,,,FALSE,,,,Men's,,
SKB0782,,,SKB,782,2022-12-12,Fischer,RC Pro 120,25.5,,,,FALSE,,,,Universal,,
SKB0783,,,SKB,783,2022-12-12,K2,Recon 120 MV,25.5,,,,FALSE,,,,Junior,,
SKB0784,,,SKB,784,2022-12-12,Nordica,Speedmachine 120,25.5,,,,FALSE,,,,Junior,,
SKB0785,,,SKB,785,2022-12-12,Fischer,RC Pro W 110,25.5,,,,FALSE,,,,Universal,,
SKB0786,242,154,SKB,786,2022-12-12,Dalbello,Krypton AX 120 ID,25.5,,,,FALSE,,,,Universal,,
SKB0787,677,218,SKB,787,2022-12-12,Salomon,S/Max 130,20.5,,,,FALSE,,,,Universal,,
SKB0788,,,SKB,788,2022-12-12,Dalbello,Krypton AX 120 ID,20,,,,FALSE,,,,Universal,,
SKB0789,,,SKB,789,2022-12-12,K2,Mini Turbo,22,,,,FALSE,,,,Men's,,
SKB0790,,,SKB,790,2022-12-12,Rossignol,Fun Girl J4,22,,,,FALSE,,,,Universal,,
SKB0791,,,SKB,791,2022-12-12,Salomon,S/Max 130,22.5,,,,FALSE,,,,Universal,,
SKB0792,,,SKB,792,2022-12-12,Fischer,RC4 Race Jr,22.5,,,,FALSE,,,,Men's,,
SKB0793,,,SKB,793,2022-12-12,Atomic,Hawx Magna 130,22.5,,,,FALSE,,,,Universal,,
SKB0794,586,51,SKB,794,2022-12-12,Fischer,RC4 Race Jr,22.5,,,,FALSE,,,,Universal,,
SKB0795,,,SKB,795,2022-12-12,K2,Recon 120 MV,21.5,,,,FALSE,,,,Men's,,
SKB0796,648,185,SKB,796,2022-12-12,K2,Mini Turbo,21.5,,,,FALSE,,,,Universal,,
SKB0797,341,283,SKB,797,2022-12-12,Nordica,Promachine 130,21.5,,,,FALSE,,,,Women's,,
SKB0798,,,SKB,798,2022-12-12,Atomic,Hawx Girl 2,21.5,,,,FALSE,,,,Universal,,
SKB0799,,,SKB,799,2022-12-12,Rossignol,Fun Girl J4,22.5,,,,FALSE,,,,Universal,,
SKB0800,667,67,SKB,800,2022-12-12,Atomic,Hawx Jr 2,28.5,,,,FALSE,,,,Junior,,
SKB0801,,,SKB,801,2022-12-12,Atomic,Hawx Prime 120,29,,,,FALSE,,,,Universal,,
SKB0802,,,SKB,802,2022-12-12,K2,Mindbender 130,29,,,,FALSE,,,,Universal,,
SKB0803,50,220,SKB,803,2022-12-12,Rossignol,Pure Comfort 60,30,,,,FALSE,,,,Universal,,
SKB0804,47,61,SKB,804,2022-12-12,Nordica,Speedmachine 100,19.5,,,,FALSE,,,,Universal,,
SKB0805,165,70,SKB,805,2022-12-12,Nordica,GP TJ,,,,,FALSE,,,,Universal,,
SKB0806,,,SKB,806,2022-12-12,Dalbello,CX 2.0 JR,29,,,,FALSE,,,,Universal,,
SKB0807,409,253,SKB,807,2022-12-12,Dalbello,Panterra 120 ID,28.5,,,,FALSE,,,,Universal,,
SKB0808,215,69,SKB,808,2022-12-12,Tecnica,Cochise Team,24.5,,,,FALSE,,,,Universal,,
SKB0809,255,34,SKB,809,2022-12-12,Tecnica,Cochise 105 W DYN,24.5,,,,FALSE,,,,Universal,,
SKB0810,309,207,SKB,810,2022-12-12,Head,Nexo LYT 130 RS,24.5,,,,FALSE,,,,Universal,,
SKB0811,171,4,SKB,811,2022-12-12,Salomon,T2 RT Girly,24,,,,FALSE,,,,Men's,,
SKB0812,696,233,SKB,812,2022-12-12,Rossignol,Fun Girl J4,19.5,,,,FALSE,,,,Universal,,
SKB0813,,,SKB,813,2022-12-12,Head,Raptor 50,25.5,,,,FALSE,,,,Universal,,
SKB0814,,,SKB,814,2022-12-12,Tecnica,Cochise 105 W DYN,25.5,,,,FALSE,,,,Women's,,
SKB0815,,,SKB,815,2022-12-12,Atomic,Hawx Jr 2,25.5,,,,FALSE,,,,Universal,,
SKB0816,474,189,SKB,816,2022-12-12,Dalbello,CX 1.0 JR,26.5,,,,FALSE,,,,Universal,,
SKB0817,234,135,SKB,817,2022-12-12,Rossignol,Alltrack Elite 130,29,,,,FALSE,,,,Universal,,
SKB0818,443,292,SKB,818,2022-12-12,K2,B.F.C. W 80,27.5,,,,FALSE,,,,Universal,,
SKB0819,281,117,SKB,819,2022-12-12,Nordica,Promachine 130,28.5,,,,FALSE,,,,Women's,,
SKB0820,464,3,SKB,820,2022-12-12,Nordica,Cruise 60,15.5,,,,FALSE,,,,Men's,,
SKB0821,692,169,SKB,821,2022-12-12,Head,Raptor 50,20.5,,,,FALSE,,,,Universal,,
SKB0822,799,36,SKB,822,2022-12-12,Dalbello,CX 2.0 JR,24.5,,,,FALSE,,,,Men's,,
SKB0823,609,70,SKB,823,2022-12-12,Salomon,S/Pro 130,27,,,,FALSE,,,,Universal,,
SKB0824,,,SKB,824,2022-12-12,Rossignol,Alltrack Pro 120W,16.5,,,,FALSE,,,,Women's,,
SKB0825,,,SKB,825,2022-12-12,Atomic,Hawx Jr 2,17.5,,,,FALSE,,,,Universal,,
SKB0826,,,SKB,826,2022-12-12,Atomic,Hawx Prime 120,18.5,,,,FALSE,,,,Women's,,
SKB0827,,,SKB,827,2022-12-12,Rossignol,Fun Girl J4,18.5,,,,FALSE,,,,Universal,,
SKB0828,511,85,SKB,828,2022-12-12,Salomon,T2 RT,18.5,,,,FALSE,,,,Junior,,
SKB0829,447,51,SKB,829,2022-12-12,Rossignol,Pure Comfort 60,19.5,,,,FALSE,,,,Junior,,
SKB0830,,,SKB,830,2022-12-12,Salomon,T2 RT,19.5,,,,FALSE,,,,Junior,,
SKB0831,,,SKB,831,2022-12-12,Fischer,RC Pro W 110,19.5,,,,FALSE,,,,Junior,,
SKB0832,,,SKB,832,2022-12-12,Dalbello,CX 2.0 JR,19.5,,,,FALSE,,,,Junior,,
SKB0833,,,SKB,833,2022-12-12,K2,Mini Turbo,19.5,,,,FALSE,,,,Men's,,
SKB0834,494,188,SKB,834,2022-12-12,K2,Mini Turbo,19.5,,,,FALSE,,,,Universal,,
SKB0835,83,125,SKB,835,2022-12-12,Rossignol,Alltrack Pro 110,19.5,,,,FALSE,,,,Men's,,
SKB0836,699,110,SKB,836,2022-12-12,Head,Advant Edge 105 W,19.5,,,,FALSE,,,,Junior,,
SKB0837,,,SKB,837,2022-12-12,Head,Raptor 50,19.5,,,,FALSE,,,,Universal,,
SKB0838,,,SKB,838,2022-12-12,Rossignol,Fun Girl J4,19.5,,,,FALSE,,,,Women's,,
SKB0839,,,SKB,839,2022-12-12,K2,Mini Turbo,19.5,,,,FALSE,,,,Universal,,
SKB0840,,,SKB,840,2022-12-12,Dalbello,CX 2.0 JR,19.5,,,,FALSE,,,,Universal,,
SKB0841,66,135,SKB,841,2022-12-12,Atomic,Hawx Prime 120,20.5,,,,FALSE,,,,Junior,,
SKB0842,,,SKB,842,2022-12-12,K2,Mini Turbo,20.5,,,,FALSE,,,,Universal,,
SKB0843,344,61,SKB,843,2022-12-12,Atomic,Hawx Jr 2,21.5,,,,FALSE,,,,Universal,,
SKB0844,45,110,SKB,844,2022-12-12,Dalbello,CX 1.0 JR,21.5,,,,FALSE,,,,Women's,,
SKB0845,595,171,SKB,845,2022-12-12,Fischer,RC Pro W 110,21.5,,,,FALSE,,,,Universal,,
SKB0846,754,25,SKB,846,2022-12-12,Rossignol,Alltrack Pro 120W,21.5,,,,FALSE,,,,Women's,,
SKB0847,,,SKB,847,2022-12-12,K2,Mini Turbo,21.5,,,,FALSE,,,,Women's,,
SKB0848,82,165,SKB,848,2022-12-12,Tecnica,Mach1 MV 130,21.5,,,,FALSE,,,,Universal,,
SKB0849,489,153,SKB,849,2022-12-12,Tecnica,Cochise 105 W DYN,21.5,,,,FALSE,,,,Universal,,
SKB0850,130,135,SKB,850,2022-12-12,Head,Raptor 50,21.5,,,,FALSE,,,,Universal,,
SKB0851,,,SKB,851,2022-12-12,Nordica,Cruise 60,21.5,,,,FALSE,,,,Universal,,
SKB0852,775,3,SKB,852,2022-12-12,Nordica,GP TJ,21.5,,,,FALSE,,,,Women's,,
SKB0853,668,44,SKB,853,2022-12-12,Atomic,Hawx Prime 120,21.5,,,,FALSE,,,,Men's,,
SKB0854,,,SKB,854,2022-12-12,Nordica,GP TJ,21.5,,,,FALSE,,,,Women's,,
SKB0855,,,SKB,855,2022-12-12,Atomic,Hawx Jr 2,21.5,,,,FALSE,,,,Junior,,
SKB0856,546,83,SKB,856,2022-12-12,Atomic,Hawx Jr 2,21.5,,,,FALSE,,,,Junior,,
SKB0857,539,140,SKB,857,2022-12-12,K2,Mini Turbo,,,,,FALSE,,,,Universal,,
SKB0858,534,15,SKB,858,2022-12-12,Dalbello,DS AX 100 W,,,,,FALSE,,,,Universal,,
SKB0859,519,237,SKB,859,2022-12-12,Rossignol,Fun Girl J4,,,,,FALSE,,,,Men's,,
SKB0860,413,259,SKB,860,2022-12-12,Dalbello,CX 2.0 JR,,,,,FALSE,,,,Junior,,
SKB0861,144,40,SKB,861,2022-12-12,Tecnica,Cochise 120,,,,,FALSE,,,,Women's,,
SKB0862,,,SKB,862,2022-12-12,Tecnica,Cochise 105 W DYN,24.5,,,,FALSE,,,,Junior,,
SKB0863,117,236,SKB,863,2022-12-12,Rossignol,Alltrack Elite 130,24.5,,,,FALSE,,,,Universal,,
SKB0864,382,44,SKB,864,2022-12-12,Atomic,Hawx Prime 120,25.5,,,,FALSE,,,,Universal,,
SKB0865,627,141,SKB,865,2022-12-12,Rossignol,Fun Girl J4,24.5,,,,FALSE,,,,Universal,,
SKB0866,,,SKB,866,2022-12-12,K2,Mini Turbo,23.5,,,,FALSE,,,,Junior,,
SKB0867,302,165,SKB,867,2022-12-12,Nordica,GP TJ,23.5,,,,FALSE,,,,Junior,,
SKB0868,,,SKB,868,2022-12-12,Atomic,Hawx Girl 2,23.5,,,,FALSE,,,,Universal,,
SKB0869,14,163,SKB,869,2022-12-12,Fischer,Ranger Free 130,23.5,,,,FALSE,,,,Universal,,
SKB0870,659,205,SKB,870,2022-12-12,Dalbello,CX 2.0 JR,21.5,,,,FALSE,,,,Junior,,
SKB0871,,,SKB,871,2022-12-12,Salomon,S/Max 130,26.5,,,,FALSE,,,,Junior,,
SKB0872,336,127,SKB,872,2022-12-12,K2,Pinnacle 100,26.5,,,,FALSE,,,,Universal,,
